company_id,year,capital_allocation
TITAN,Mar 2021,Balanced
TITAN,Mar 2022,Reinvest
TITAN,Mar 2023,Reinvest
TITAN,Mar 2024,Neutral
TITAN,TTM,Neutral
TORNTPHARM,Mar 2013,Reinvest
TORNTPHARM,Mar 2014,Reinvest
TORNTPHARM,Mar 2015,Reinvest
TORNTPHARM,Mar 2016,Balanced
TORNTPHARM,Mar 2017,Reinvest
TORNTPHARM,Mar 2018,Neutral
TORNTPHARM,Mar 2019,Income
TORNTPHARM,Mar 2020,Return
TORNTPHARM,Mar 2021,Return
TORNTPHARM,Mar 2022,Income
TORNTPHARM,Mar 2023,Reinvest
TORNTPHARM,Mar 2024,Return
TORNTPHARM,TTM,Neutral
TRENT,Mar 2013,Expansion
TRENT,Mar 2014,Expansion
TRENT,Mar 2015,Neutral
TRENT,Mar 2016,Cash Rich
TRENT,Mar 2017,Cash Rich
TRENT,Mar 2018,Cash Rich
TRENT,Mar 2019,Neutral
TRENT,Mar 2020,Neutral
TRENT,Mar 2021,Cash Rich
TRENT,Mar 2022,Neutral
TRENT,Mar 2023,Neutral
TRENT,Mar 2024,Cash Rich
TRENT,TTM,Neutral
TVSMOTOR,Mar 2013,Neutral
TVSMOTOR,Mar 2014,Balanced
TVSMOTOR,Mar 2015,Reinvest
TVSMOTOR,Mar 2016,Reinvest
TVSMOTOR,Mar 2017,Reinvest
TVSMOTOR,Mar 2018,Reinvest
TVSMOTOR,Mar 2019,Reinvest
TVSMOTOR,Mar 2020,Distress
TVSMOTOR,Mar 2021,Neutral
TVSMOTOR,Mar 2022,Distress
TVSMOTOR,Mar 2023,Reinvest
TVSMOTOR,Mar 2024,Reinvest
TVSMOTOR,TTM,Neutral
ULTRACEMCO,Mar 2013,Expansion
ULTRACEMCO,Mar 2014,Cash Rich
ULTRACEMCO,Mar 2015,Expansion
ULTRACEMCO,Mar 2016,Cash Rich
ULTRACEMCO,Mar 2017,Cash Rich
ULTRACEMCO,Mar 2018,Balanced
ULTRACEMCO,Mar 2019,Balanced
ULTRACEMCO,Mar 2020,Balanced
ULTRACEMCO,Mar 2021,Cash Rich
ULTRACEMCO,Mar 2022,Cash Rich
ULTRACEMCO,Mar 2023,Cash Rich
ULTRACEMCO,Mar 2024,Cash Rich
ULTRACEMCO,TTM,Neutral
UNIONBANK,Mar 2013,Distress
UNIONBANK,Mar 2014,Neutral
UNIONBANK,Mar 2015,Distress
UNIONBANK,Mar 2016,Neutral
UNIONBANK,Mar 2017,Distress
UNIONBANK,Mar 2018,Neutral
UNIONBANK,Mar 2019,Distress
UNIONBANK,Mar 2020,Distress
UNIONBANK,Mar 2021,Neutral
UNIONBANK,Mar 2022,Neutral
UNIONBANK,Mar 2023,Neutral
UNIONBANK,Mar 2024,Neutral
UNIONBANK,TTM,Neutral
UNITDSPR,Mar 2013,Expansion
UNITDSPR,Mar 2014,Expansion
UNITDSPR,Mar 2015,Expansion
UNITDSPR,Mar 2016,Neutral
UNITDSPR,Mar 2017,Neutral
UNITDSPR,Mar 2018,Neutral
UNITDSPR,Mar 2019,Neutral
UNITDSPR,Mar 2020,Neutral
UNITDSPR,Mar 2021,Neutral
UNITDSPR,Mar 2022,Neutral
UNITDSPR,Mar 2023,Neutral
UNITDSPR,Mar 2024,Neutral
UNITDSPR,TTM,Neutral
VBL,Dec 2012,Expansion
VBL,Dec 2013,Expansion
VBL,Dec 2014,Expansion
VBL,Dec 2015,Expansion
VBL,Dec 2016,Expansion
VBL,Dec 2017,Neutral
VBL,Dec 2018,Expansion
VBL,Dec 2019,Expansion
VBL,Dec 2020,Neutral
VBL,Dec 2021,Expansion
VBL,Dec 2022,Expansion
VBL,Dec 2023,Expansion
VBL,TTM,Neutral
VEDL,Mar 2013,Expansion
VEDL,Mar 2014,Neutral
VEDL,Mar 2015,Neutral
VEDL,Mar 2016,Neutral
VEDL,Mar 2017,Income
VEDL,Mar 2018,Income
VEDL,Mar 2019,Income
VEDL,Mar 2020,Neutral
VEDL,Mar 2021,Neutral
VEDL,Mar 2022,Income
VEDL,Mar 2023,Income
VEDL,Mar 2024,Income
VEDL,TTM,Neutral
WIPRO,Mar 2013,Neutral
WIPRO,Mar 2014,Neutral
WIPRO,Mar 2015,Neutral
WIPRO,Mar 2016,Expansion
WIPRO,Mar 2017,Expansion
WIPRO,Mar 2018,Neutral
WIPRO,Mar 2019,Neutral
WIPRO,Mar 2020,Neutral
WIPRO,Mar 2021,Neutral
WIPRO,Mar 2022,Neutral
WIPRO,Mar 2023,Expansion
WIPRO,Mar 2024,Neutral
WIPRO,TTM,Neutral
ZOMATO,Mar 2018,Neutral
ZOMATO,Mar 2019,Neutral
ZOMATO,Mar 2020,Expansion
ZOMATO,Mar 2021,Expansion
ZOMATO,Mar 2022,Expansion
ZOMATO,Mar 2023,Expansion
ZOMATO,Mar 2024,Expansion
ZOMATO,TTM,Neutral
ZYDUSLIFE,Mar 2013,Neutral
ZYDUSLIFE,Mar 2014,Neutral
ZYDUSLIFE,Mar 2015,Neutral
ZYDUSLIFE,Mar 2016,Neutral
ZYDUSLIFE,Mar 2017,Neutral
ZYDUSLIFE,Mar 2018,Neutral
ZYDUSLIFE,Mar 2019,Expansion
ZYDUSLIFE,Mar 2020,Neutral
ZYDUSLIFE,Mar 2021,Neutral
ZYDUSLIFE,Mar 2022,Neutral
ZYDUSLIFE,Mar 2023,Neutral
ZYDUSLIFE,Mar 2024,Neutral
ZYDUSLIFE,TTM,Neutral
INDIGO,Mar 2013,Reinvest
INDIGO,Mar 2014,Reinvest
INDIGO,Mar 2015,Return
INDIGO,Mar 2016,Cash Rich
INDIGO,Mar 2017,Reinvest
INDIGO,Mar 2018,Reinvest
INDIGO,Mar 2019,Reinvest
INDIGO,Mar 2020,Cash Rich
INDIGO,Mar 2021,Cash Rich
INDIGO,Mar 2022,Cash Rich
INDIGO,Mar 2023,Cash Rich
INDIGO,Mar 2024,Reinvest
INDIGO,TTM,Neutral
