company_id,year,broad_sector,return_on_equity_pct,debt_to_equity,revenue_cagr_5yr,operating_profit_margin_pct,free_cash_flow_cr,net_profit_margin_pct,roce_pct,asset_turnover,interest_coverage,year_number,fcf_cagr_5yr,cluster_id,distance_from_centroid,cluster_name,return_on_equity_pct_zscore,debt_to_equity_zscore,revenue_cagr_5yr_zscore,fcf_cagr_5yr_zscore,operating_profit_margin_pct_zscore
ADANIGREEN,Mar 2024,Energy,12.812690665039659,6.595281675818589,27.041544882558178,79.3709327548807,-13347.0,13.665943600867678,9.797568682054303,0.10467043571055559,1.713943268078306,2024.0,12.69363356487755,3,2.085210621542,Leveraged Financials,-0.45545395918994735,3.1428777700392247,2.1728474351909806,0.011835312546530087,1.8562742324867403
ICICIGI,Mar 2024,Financials,15.7230643179025,0.0028676771814829987,12.911841003362579,87.42129155073948,486.0,9.366915605017816,146.3235294117647,0.3236083907247109,160.02678571428572,2024.0,32.27903093325808,0,1.308767361406995,High Margin Leaders,-0.2628747727501313,-1.3525533078545466,-0.9894483598555348,3.275363544013524,1.1724786723874583
PNB,Mar 2024,Financials,61.320565191187306,3.684256345007701,15.902076009106025,40.154298741775634,-29445.0,8.395910695456838,4.350587230638684,1.5070262950629396,1.8881373900388279,2024.0,-8.390395426179154,4,2.332749955741523,High ROE Champions,3.374222121646855,-0.15628033358800683,-0.4022307860093739,-0.17400979265210864,-0.4153847451288254
